Store Name,Address,Location,Timings,Phone,store_url,store_code 
Flagship Store Jayanagar,"No 242/29, First Floor, Manandi Arch, 9Th Main Road, 3Rd Block, East Jayanagar, Jayanagar, Bengaluru, Karnataka, 560011",Karnataka,11:00 AM to 09:30 PM,91 9811271534,/stores/lenskart-com-jaya-nagar-east-east-jayanagar-bengaluru-168974/Home,LKST534
Udgir Road,"CMC No 8-9-448, Kamshetty Complex, Udgir Road, Bidar, Karnataka, 585403",Karnataka,11:00 AM to 09:00 PM,91 7303815816,/stores/lenskart-com-udgir-road-udgir-road-bidar-572919/Home,ST343
Tilakwadi,"Shop No 1049/A/1, Swami Samarth Arcade, Khanapur Road, Tilakwadi, Near Datt Mandir, Belgaum, Karnataka, 590006",Karnataka,11:00 AM to 09:00 PM,91 7428890256,/stores/optometrist-sunglasses-tilakwadi-belgaum-61236/Home,ST256
"Bhuvaneswari Nagar, Hebbal","Ground Floor, Siri Square 26, 4Th A Croos, Dasarahalli Main Road, Bhuvaneshwari Nagar, Hebbal, Bengaluru, Karnataka, 560024",Karnataka,11:00 AM to 09:30 PM,91 7303577578,/stores/lenskart-com-bhuvaneswari-nagar-hebbal-bhuvaneshwari-nagar-hebbal-bengaluru-920576/Home,LKST578
Bagalur,"Ground Floor, 2Nd Cross, Bagalur Main Road, Vinayak Nagar, Kattigenahalli, Bagalur Main Road, Bengaluru, Karnataka, 560064",Karnataka,11:00 AM to 09:30 PM,91 8587908848,/stores/lenskart-com-bagalur-bagalur-main-road-bengaluru-929458/Home,LKST720
Davanagere,"Door No 2767, MCC B Block, 3Rd Cross, Davanagere, Karnataka, 577004",Karnataka,11:00 AM to 09:00 PM,91 7303633634,/stores/lenskart-com-davanagere-davanagere-davanagere-246477/Home,ST336
Koppikar Road,"Shop No 10, Ground Floor, Eureka Corner, Koppikar Road, Eureka Building, Hubli, Karnataka, 580020",Karnataka,11:00 AM to 09:00 PM,91 7428890260,/stores/optometrist-sunglasses-koppikar-road-hubli-61241/Home,ST260
Wilson Garden Road,"No 5 & Old No 165, 4Th Main, Wilson Garden Road, Wilson Garden, Beside Hotel Prashanth, Bengaluru, Karnataka, 560027",Karnataka,11:00 AM to 09:30 PM,91 8929808984,/stores/lenskart-com-wilson-garden-road-wilson-garden-bengaluru-54636/Home,LKST788
Maruthi Nagar,"WJC7+897, Maruthi Nagar Main Road, Old Madiwala, Near More Supermarket, Chikka Madivala, 1st Stage, BTM Layout, Bengaluru, Karnataka, 560068",Karnataka,11:00 AM to 09:00 PM,91 9643824565,/stores/lenskart-com-maruthi-nagar-btm-layout-bengaluru-972606/Home,LKST2138
KR Puram,"Ground Floor No 198/A, Shankar Mutt Road, Kr Puram, Kr Puram, Hassan, Karnataka, 573201",Karnataka,11:00 AM to 09:00 PM,91 7303457458,/stores/lenskart-com-kr-puram-kr-puram-hassan-957360/Home,ST345
Basaveshwara Nagar,"#579, Shankari Avenue, Siddaiah Puranik Road, 3Rd Stage, 4Th Block, Basaveshwaranagar, Basaveshwaranagar Main Road, Bengaluru, Karnataka, 560079",Karnataka,11:00 AM to 09:30 PM,91 9582670929,/stores/lenskart-com-basaveshwara-nagar-basaveshwaranagar-main-road-bengaluru-147314/Home,LKST662
Nexus Shantiniketan,"Shop No 5, Lower Ground Floor, Nexus Shantiniketan Mall, Itpl Main Road, Opposite Manipal Hospital, Whitefield, Bengaluru, Karnataka, 560067",Karnataka,10:30 AM to 10:00 PM,91 9643991310,/stores/optometrist-sunglasses-hoodi-bangalore-61033/Home,LKST310
Dharwad,"No 494/B/16/G, G-1, Nh-4, Pb Road, Shivananda Nagar, Near Hubli Toll Naka, Dharwad, Karnataka, 580004",Karnataka,11:00 AM to 09:00 PM,91 8929335375,/stores/lenskart-com-dharwad-shivananda-nagar-dharwad-718304/Home,ST466
JP Nagar 8th Phase,"No 30/A 3Rd, Block Layout, Jp Nagar 8Th Phase, Jp Nagar, Near Vishal Mart, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM,91 8447914974,/stores/lenskart-com-jp-nagar-8th-phase-jp-nagar-bengaluru-438205/Home,LKST1229
Ayyapanagar,"#1 & 2, Surya Manson, Ayyappa Nagar, Kodigehalli Road, Krishnarajapura, Bengaluru, Karnataka, 560049",Karnataka,10:00 AM to 09:30 PM,91 8512050875,/stores/lenskart-com-ayyapanagar-ayyappa-nagar-bengaluru-985530/Home,LKST1770
Nehru Nagar,"PB Road, Nehru Nagar, Mujawar Acrade, Belagavi, Karnataka, 590010",Karnataka,11:00 AM to 09:30 PM,91 7291042630,/stores/lenskart-com-nehru-nagar-nehru-nagar-belagavi-778349/Home,LKST2113
"Flagship Store JP Nagar, 7th Phase","Shop No 17, Rbi Layout, , Jp Nagar, 7Th Phase, Karnataka Bank, 10Th A East Cross Road, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 09:30 PM,91 7428891314,/stores/optometrist-sunglasses-gaurav-nagar-bangalore-61037/Home,LKST314
Sultanpalya,"No 43, Shop No 1&2, Sultan Palya Main Road, Rt Nagar, Near Laxmi Gold Paradise, Bengaluru, Karnataka, 560032",Karnataka,11:00 AM to 09:30 PM,91 8929328753,/stores/lenskart-com-sultanpalya-rt-nagar-bengaluru-796628/Home,LKST1086
Kuvempunagara,"Mig 2, Ground Floor, New Kantharaja Urs Road, Kuvempunagara, Near Sri S. Nijalingappa Circle, Mysuru, Karnataka, 570023",Karnataka,11:00 AM to 09:00 PM,91 7428890271,/stores/optometrist-sunglasses-new-kantharaja-urs-rd-mysore-61252/Home,ST271
Lingad Gudi Road,"Parekh Arcade, Sharan Nagar, Lingad Gudi Road, Near Signature Mall, Bijapur, Karnataka, 586103",Karnataka,11:00 AM to 09:00 PM,91 7428890272,/stores/optometrist-sunglasses-sharan-nagar-bijapur-61253/Home,ST373
Magadi Road,"92, Magadi Main Road, Govindaraja Nagar Ward, Opposite Shell Fuel Station, Vijayanagar, Bengaluru, Karnataka 560040",Karnataka,11:00 AM to 09:30 PM,91 9873906797,/stores/lenskart-com-magadi-road-rajajinagar-bengaluru-542343/Home,LKST2035
Mallathalli,"No 5 & 6, Gidada Konnenahalli, Muddinapalya Main Road, ITI Layout, Mallathalli, Bengaluru, Karnataka, 560091",Karnataka,11:00 AM to 09:30 PM,91 8447930692,/stores/lenskart-com-mallathalli-mallathalli-bengaluru-826133/Home,LKST1532
Devanahalli,"Matru Arcade, 333 19Th Ward, Bb Road, Devanahalli Town, Bengaluru, Karnataka, 562110",Karnataka,11:00 AM to 09:30 PM,91 8929436426,/stores/lenskart-com-devanahalli-devanahalli-town-bengaluru-5331/Home,LKST797
Byadrahalli,"No 15 Balaji Nagar, Magadi Main Road, Vishwaneedam Post Bydrahalli, Opposite College Stop, Bengaluru, Karnataka, 560091",Karnataka,11:00 AM to 09:30 PM,91 8929306414,/stores/lenskart-com-gorrepalya-gorrepalya-bengaluru-739841/Home,LKST1084
Flagship Store Banashankari,"Shop No 214, 15Th Main, 24Th Cross, Banashankari 2Nd Stage, Near Bda Complex, Bengaluru, Karnataka, 560070",Karnataka,11:00 AM to 09:30 PM,91 7428891328,/stores/optometrist-sunglasses-banashankari-bangalore-61046/Home,LKST328
Andrahalli,"Ground Floor, 38 Md Complex, Doddanna Layout, Andrahalli, Bengaluru, Karnataka, 560091",Karnataka,11:00 AM to 09:30 PM,91 8929327932,/stores/lenskart-com-andrahalli-andrahalli-bengaluru-544140/Home,LKST1402
New Bel Road,"No 004/B, Ground Floor, Devasandra Layout, New Bel Road, Next To Subway, Bengaluru, Karnataka, 560094",Karnataka,11:00 AM to 09:30 PM,91 7303563564,/stores/lenskart-com-new-bel-road-new-bel-road-bengaluru-776433/Home,LKST563
Btm Layout,"Shop No 2, Building No 805/A, Pid No-65-94-805/A, 7Th Cross Road, Btm Layout, 2Nd Stage, Btm Layout, Opposite Wild Craft, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM,91 8929261833,/stores/lenskart-com-btm-layout-btm-layout-bengaluru-838717/Home,LKST1244
Flagship Store Kathriguppe,"#4, 6th Block, 3rd Phase, 80 Feet Road, Near Big Bazaar, 3rd Phase, Kathriguppe, Banashankari, Bengaluru, Karnataka, 560085",Karnataka,11:00 AM to 09:30 PM,91 8447725949,/stores/lenskart-com-kathreguppe-banashankari-bengaluru-197749/Home,LKST731
Saraswathipuram,"2904/1, Khada No Ch 66, Kantharaj Urs Road, Saraswathipuram, Beside Fire Brigade, Mysuru, Karnataka, 570009",Karnataka,11:00 AM to 09:00 PM,91 8929342669,/stores/lenskart-com-saraswathipuram-saraswathipuram-mysuru-195950/Home,LKST1101
Gangavathi,"17Th Ward, 4-1-57/A Mirajkar Complex, Bus Stand Road, Opposite Yashodha Hospital, Gangavathi, Karnataka, 583227",Karnataka,11:00 AM to 09:00 PM,91 8929337386,/stores/lenskart-com-gangavathi-bus-stand-road-gangavathi-234683/Home,ST464
Malleshwaram,"Ground Floor, 2Nd Main Road, Sampige Road, Malleshwaram, Bengaluru, Karnataka, 560036",Karnataka,11:00 AM to 09:30 PM,91 9818841601,/stores/lenskart-com-malleshwaram-malleshwaram-bengaluru-256975/Home,LKST601
Flagship Store Kammanahalli,"Ground Floor, 4Th Cross, 2Nd Block, Vp Plaza Mall, Kalyan Nagar, Kammanahalli, Opposite Shoba Central, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM,91 7428891338,/stores/optometrist-sunglasses-kamnahali-bangalore-60837/Home,LKST338
Ayyappa Nagar,"#2, Gokul Mansion, Ayyappa Nagar, Devasandra, Kr Puram, Opposite Krishna Community Hall, Bengaluru, Karnataka, 560036",Karnataka,11:00 AM to 09:30 PM,91 8448221596,/stores/lenskart-com-ayyappa-nagar-ayyappa-nagar-bengaluru-915876/Home,LKST596
Saptapur Road,"Ground Floor, Shop 1 & 2, Last Loukya Complex, Bus Stop, Haliyal Road, Vijyanand Nagar, Saptapur, Dharwad, Karnataka 580001",Karnataka,11:00 AM to 09:30 PM,91 9953924045,/stores/lenskart-com-saptapur-road-saptapur-road-dharwad-102935/Home,LKST2129
Kasavanahalli,"Shop No 53/1, Central Jail Road, Kasavanahalli, Sarjapur, Kasavanahalli, Opposite Vishnu Grand Hotel, Bengaluru, Karnataka, 560035",Karnataka,11:00 AM to 09:30 PM,91 7428891341,/stores/optometrist-sunglasses-kasavanahalli-sarjapur-store-bangalore-63810/Home,LKST341
Kengeri Satellite 2,"1121, 1st Main Road, Kengeri Satellite 2, Railway Station Road, Beside Sri Krishna Grand Hotel, Bengaluru, Karnataka, 560060",Karnataka,11:00 AM to 09:30 PM,91 9953884917,/stores/lenskart-com-kengeri-satellite-2-railway-station-road-bengaluru-208574/Home,LKST2074
Udupi,"G4, Ground Floor, Mandavi Royal Prince, Kunjibettu, Opposite Kunjibettu Post Office, Udupi, Karnataka, 576102",Karnataka,11:00 AM to 09:00 PM,91 7428890295,/stores/lenskart-com-udupi-optometrists-kunjibettu-udupi-66292/Home,ST295
Vijayanagar RPC Layout,"2373/B, SMS Arcade Building, Vijay Nagar, RPC Layout, Dub Road, Bengaluru, Karnataka, 560040",Karnataka,11:00 AM to 09:30 PM,91 8743827926,/stores/lenskart-com-vijayanagar-rpc-layout-vijay-nagar-bengaluru-360374/Home,LKST1734
Station Road,"Ward No 1, Sardar Mehaboob Ali khan Road, Hubli City, Taluka Ward No 46, Municipal No 2724, Near Station Road, Hubli, Karnataka, 580028",Karnataka,11:00 AM to 09:30 PM,91 8364062908,/stores/lenskart-com-station-road-hubli-city-hubli-812692/Home,LKST2044
Flagship Store Electronic City,"Snn Raj Neeladri, Bettadasanapura, Near Neeladri Nagar, Electronic City, Bengaluru, Karnataka, 560100",Karnataka,11:00 AM to 09:30 PM,91 7428891348,/stores/lenskart-com-electronic-city-optometrists-electronic-city-phase-1-bengaluru-66294/Home,LKST348
Hulimavu,"Ground Floor, No 5, Dr. MV Road, 2nd Block, Opposite Nano Hospital, Aicobo Nagar, 6th Stage, BTM Layout, Hulimavu, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 09:30 PM,91 7428891350,/stores/optometrist-sunglasses-hulimavu-bangalore-63987/Home,LKST350
Brigade Orion Uptown Mall,"Unit No108, First Floor, Brigade Orion Uptown Mall, Huskur Village, Bidaarahalli, East Taluk, Hobli, Brigade Orion Uptown Mall, Bengaluru, Karnataka, 560049",Karnataka,10:30 AM to 10:00 PM,91 8447728798,/stores/lenskart-com-brigade-orion-uptown-mall-hobli-bengaluru-220316/Home,LKST447
Hospet,"Ward No 11, Door No 110A-110A1-110A2, College Road, Jabbal Area, Ballary, Hospet, Karnataka, 583201",Karnataka,11:00 AM to 09:00 PM,91 9717781353,/stores/lenskart-com-hospet-hospet-hospet-806533/Home,ST353
Sahakar Nagar,"Khata 409/504/495, 60 Feet Rd, F Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka, 560092",Karnataka,11:00 AM to 09:30 PM,91 7291820841,/stores/lenskart-com-sahakar-nagar-byatarayanapura-bengaluru-667876/Home,LKST1691
Vijaya Bank Layout,"Ground Floor, 1000A, Vijaya Bank Layout, Opposite Vijaya Bank, Vijaya Bank Layout, Opposite Vijaya Bank Layout Main Park, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM,91 7428891360,/stores/optometrist-sunglasses-bilekahalli-bangalore-63991/Home,LKST360
Bommanahalli,"Shop No 3, Ground Floor, Katha 461/447/439, Garebhavi Palya, Hosur Main Road, Near Domino'S Pizza, Bengaluru, Karnataka, 560068",Karnataka,11:00 AM to 09:30 PM,91 7428891361,/stores/lenskart-com-bommanahalli-optometrists-garebhavi-palya-bengaluru-66298/Home,LKST361
Station Road,"Ward No 1, Sardar Mehaboob Ali khan Road, Hubli City, Taluka Ward No 46, Municipal No 2724, Near Station Road, Hubli, Karnataka, 580028",Karnataka,11:00 AM to 09:30 PM,91 9953781492,/stores/lenskart-com-station-road-hubli-city-hubli-407432/Home,LKST2044
BH Road Shivamogga,"M Z Commercials, Ameer Ahmed Circle, BH Road, Shivamogga, Karnataka, 577201",Karnataka,11:00 AM to 09:00 PM,91 8742923170,/stores/lenskart-com-bh-road-shivamogga-bh-road-shivamogga-557223/Home,ST600
Hanumantha Nagar,"9, L R Complex, 50 Feet Main Road, Avalahalli, Muneshwara Block, Banashankari, L R Complex, Bengaluru, Karnataka, 560026",Karnataka,11:00 AM to 09:30 PM,91 8826001609,/stores/lenskart-com-hanumantha-nagar-avalahalli-bengaluru-561229/Home,LKST609
"Phoenix Market City Mall, Whitefield","Shop No F/68, 1St Floor, Whitefield Main Road, Mahadevpura, Phoenix Market City Mall, Bengaluru, Karnataka, 560048",Karnataka,10:30 AM to 10:00 PM,91 7428891060,/stores/optometrist-sunglasses-mahadevapura-bangalore-61064/Home,LKST60
Annapurneshwari Nagar,"Huliyappa Arcade 22, 2Nd Block, Nagarbhavi 2Nd Stage, Annapurneshwari Nagar, Bengaluru, Karnataka, 560072",Karnataka,11:00 AM to 09:30 PM,91 8929471398,/stores/lenskart-com-annapurneshwari-nagar-annapurneshwari-nagar-bengaluru-534787/Home,LKST828
Bejai Road,"Ug13, 3W3-268/25, Marian Paradise Streak, Bejai Road, Near Bejai Church, Mangaluru, Karnataka, 575004",Karnataka,11:00 AM to 09:00 PM,91 8929306412,/stores/lenskart-com-bejai-road-bejai-road-mangalore-432921/Home,LKST1166
Channasandra,"197/1, AKG Colony, Channasandra Main Road, Bengaluru, Karnataka, 560067",Karnataka,11:00 AM to 09:30 PM,91 9899411217,/stores/lenskart-com-channasandra-channasandra-main-road-bengaluru-572738/Home,LKST1897
JP Nagar,"24th Main Road, RK Colony, Manjunath, Colony, 2nd Phase, JP Nagar, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 09:00 PM,91 9953668647,/stores/lenskart-com-jp-nagar-jp-nagar-bengaluru-309900/Home,LKST2198
Kalidasa Road,"Shop No 2813 D-1A, Ground Floor, Ganesh Arcade, Kalidasa Road, Above Green Leaf Hotel, Mysuru, Karnataka, 570002",Karnataka,11:00 AM to 09:00 PM,91 7428890303,/stores/lenskart-com-kalidasa-road-optometrists-kalidasa-road-mysuru-67070/Home,ST303
Flagship Store Indiranagar 100 Ft Road,"2003/1-1, Arihant Building, Second Stage, Indiranagar 100Ft Road, Arihant Building, Bengaluru, Karnataka, 560008",Karnataka,11:00 AM to 10:00 PM,91 9821141600,/stores/lenskart-com-flagship-store-at-indiranagar-100-ft-road-indiranagar-100ft-road-bengaluru-142531/Home,LKST600
Kanakapura Road,"Shop No 25/6/26/27/61, Ground Floor, Yelenchenahalli, Kanakpura Road, Near Yelenchanahalli Metro Station, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 09:30 PM,91 8588911381,/stores/lenskart-com-kanakapura-road-optometrists-kanakpura-road-bengaluru-67073/Home,LKST381
Forum South,"Shop No1, Prestige Falcon City Mall, Kanakapura Road, Anjanadri Layout, Konanakunte Cross Metro, Konanakunte, Prestige Falcon City Mall, Bengaluru, Karnataka, 560062",Karnataka,11:00 AM to 09:30 PM,91 8447731148,/stores/lenskart-com-prestige-falcon-city-mall-konanakunte-bengaluru-277244/Home,LKST1254
Navanagar Hubli,"Plot No. 7, E.W.S. Block No 10 to 22, Sri Ganesh Prasad Sabha Graha, HIG 57 2nd Cross Hubli Taluk, Navananagar, Hubli, Karnataka, 580025",Karnataka,11:00 AM to 09:30 PM,91 8929592186,/stores/lenskart-com-navanagar-hubli-navananagar-hubli-683496/Home,LKST1946
New Bellandur,"203/205, Mint Plaza, Ground Floor, Green Glen Layout, New Bellandur, Next To Reliance Fresh, Bengaluru, Karnataka, 560103",Karnataka,11:00 AM to 09:30 PM,91 9971101619,/stores/lenskart-com-new-bellandur-new-bellandur-bengaluru-743895/Home,LKST619
Kankanady,"Rajsan Complex, Ground Floor, No 1-16/2-5, Pumpwell Road, Kankanady, Kankanady, Near Omega Hospital, Mangaluru, Karnataka, 575002",Karnataka,11:00 AM to 09:00 PM,91 8929310301,/stores/lenskart-com-kankanady-kankanady-mangalore-442876/Home,LKST1116
Forum Neighbourhood Mall,"Unit 222, Second Floor, Forum Neighbourhood Mall, Whitefield, Bengaluru, Karnataka, 560066",Karnataka,11:00 AM to 09:30 PM,91 7042401400,/stores/lenskart-forum-neighbourhood-mall-optometrists-whitefield-bengaluru-68733/Home,LKST400
Tilakwadi,"Cts No 5647/1, Ground Floor, New Goods Shed Road, Khanapur Road, Opposite Fire Fighter Station Belgaum, Belagavi, Karnataka, 590011",Karnataka,11:00 AM to 09:30 PM,91 8447838623,/stores/lenskart-com-belagavi-tilakwadi-khanapur-road-belagavi-990126/Home,LKST1485
Flagship Store at Yelahanka,"948, Vln Square, Lig 2Nd Satge, 16Th B Cross Road, 2Nd Stage, Yelahanka New Town, Yelahanka, Near Sri Raghavendra Nursing Home, Bengaluru, Karnataka, 560064",Karnataka,11:00 AM to 09:30 PM,91 8929438864,/stores/lenskart-com-yelahanka-yelahanka-bengaluru-420174/Home,LKST868
Hampankatta,"Ground Floor, Premium Enclave, Light House Hill Road, Hampankatta, Opposite To Canara Bank, Mangaluru, Karnataka, 575001",Karnataka,11:00 AM to 09:00 PM,91 8929277874,/stores/lenskart-com-hampankatta-hampankatta-mangaluru-968391/Home,LKST1125
Nagawara,"34, Sy No 39/1, Vidyasagar Bus Stop, Thanisandra Road Main, Dr Shivaram Karanth Nagar Post, Nagwara, Opposite Dhurudesh Honda Showroom, Bengaluru, Karnataka, 560077",Karnataka,11:00 AM to 09:30 PM,91 8447745515,/stores/lenskart-com-nagawara-nagawara-bengaluru-790603/Home,LKST897
Chamundipuram,"New No 2954/4, Plot No K 12/4, Khata No 38/2004, Chamundipuram Circle, Next To More Market, Mysuru, Karnataka, 570008",Karnataka,11:00 AM to 09:00 PM,91 8588802291,/stores/lenskart-com-chamundipuram-chamundipuram-circle-mysuru-543538/Home,LKST1142
Raghuvanahalli Kanakapura Main Road,"Jr Plaza 6, Kanakapura Main Road, Metro Pillar No 217, Raghuvanahalli, Near Karnataka Bank, Bengaluru, Karnataka, 560062",Karnataka,11:00 AM to 09:30 PM,91 9643707383,/stores/lenskart-com-kanakapura-raghuvanahalli-bengaluru-77623/Home,LKST978
Nagarbhavi 80ft Road,"Ground Floor Plot No 348/689, Nagarbhavi 80Ft Road, Vinayaka Layout, Nagarbhavi, Bengaluru, Karnataka, 560072",Karnataka,11:00 AM to 09:30 PM,91 8447847395,/stores/lenskart-com-nagarbhavi-80ft-road-nagarbhavi-bengaluru-286809/Home,LkST1283
Flagship Store at Whitefield,"68/62, Labh Villa, Whitefield, Near Csi Memorial Church, Bengaluru, Karnataka, 560066",Karnataka,11:00 AM to 09:30 PM,91 7428891084,/stores/optometrist-sunglasses-whitefield-bangalore-61085/Home,LKST84
Nexus Mall,"Shop No 11A, 1St Floor, Nexus Mall, Mangladevi Temple Road, Pandeshwar, Mangaluru, Karnataka, 575001",Karnataka,11:00 AM to 09:00 PM,91 8585951403,/stores/lenskart-forum-fizza-mall-optometrists-pandeshwar-mangaluru-69237/Home,LKST403
Chikkamagaluru,"Ground Floor 199, Mg Road, Chikkolale, Opposite Sri Vasavi Kannikaparameshwari Temple, Chikkamagaluru, Karnataka, 577101",Karnataka,11:00 AM to 09:00 PM,91 9870562563,/stores/lenskart-com-chikmagalur-chikkolale-chikmagalur-45914/Home,ST494
Basaweshwar Nagar,"323, 3rd Stage, 4th block, Dr Sidhaiahpuranik Road, West chord Road, Basaweshwara Nagar, Bengaluru, Karnataka, 560079",Karnataka,11:00 AM to 09:30 PM,91 9873950593,/stores/lenskart-com-basaweshwar-nagar-basaweshwara-nagar-bengaluru-683520/Home,LKST2328
Varthur,"Shop No 704, Ground Floor, Asn Signature, Varthur Road, Ramagondanahalli, Siddapura, Near Laughing Waters, Bengaluru, Karnataka, 560066",Karnataka,11:00 AM to 09:30 PM,91 9582601383,/stores/lenskart-com-varthur-road-optometrists-ramagondanahalli-bengaluru-72953/Home,LKST383
Anathanagar,"#1138, Ground Floor, 6Th Cross Road, Sri Anantha Nagar, Electronic City Phase 2, Near Ashirwadh Classic Apartment, Bengaluru, Karnataka, 560100",Karnataka,11:00 AM to 09:30 PM,91 9582381413,/stores/lenskart-com-anathanagar-optometrists-electronic-city-phase-2-bengaluru-74431/Home,LKST413
Vijay Nagar,"Hebbal 1St Stage, Jv Arcade, Hebbal, Near Surya Bakery Circle, Mysuru, Karnataka, 570016",Karnataka,11:00 AM to 09:00 PM,91 7065045161,/stores/lenskart-com-vijay-nagar-hebbal-mysuru-355567/Home,LKST1486
Hoodi Circle,"Rajapalya, Itpl Main Road, Mahadevapura, Hoodi Circle, Bengaluru, Karnataka, 560048",Karnataka,11:00 AM to 09:30 PM,91 8447745874,/stores/lenskart-com-hoodi-hoodi-bengaluru-716040/Home,LKST816
Dattagalli,"N0 3082, Khata Kt695/17/18, Vishwamanava Double Road, 3Rd Stage, Dattagalli, Mahamane Circle, Mahamane Circle, Near Bombatt Bhojana Hotel, Mysuru, Karnataka, 570024",Karnataka,11:00 AM to 09:00 PM,91 8929310911,/stores/lenskart-com-dattagalli-mahamane-circle-mysuru-111071/Home,LKST1126
